file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0219(iou_0.00).bmp,216,2147,158,97568,97052,0.528862
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0220(iou_0.00).bmp,217,2100,469,144484,144283,0.139116
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0221(iou_0.00).bmp,218,887,77,60773,60677,0.157965
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0222(iou_0.00).bmp,219,199,26,13356,13119,1.774483
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0223(iou_0.00).bmp,220,35,7,3446,3423,0.667441
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0224(iou_0.00).bmp,221,684,100,68054,67410,0.946307
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0225(iou_0.00).bmp,222,1041,96,62443,62662,29541732102176768.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0226(iou_0.00).bmp,223,1024,55,51565,51420,0.281199
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0227(iou_0.00).bmp,224,91,15,16557,16431,0.761007
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0228(iou_0.00).bmp,225,417,60,31683,31146,1.694915
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0229(iou_0.00).bmp,226,699,105,82615,82734,22328564309295104.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0230(iou_0.00).bmp,227,595,67,29787,29915,61928841383247872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0231(iou_0.00).bmp,228,730,82,62028,62190,29739382202171392.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0232(iou_0.00).bmp,229,173,26,35094,35122,52563811223207936.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0233(iou_0.00).bmp,230,2324,164,98465,98481,18734316632670208.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0234(iou_0.00).bmp,231,1415,316,69131,69019,0.162011
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0235(iou_0.00).bmp,232,889,101,48686,48572,0.234154
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0236(iou_0.00).bmp,233,760,181,20171,19965,1.021268
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0237(iou_0.00).bmp,234,86,27,706,676,4.249292
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0238(iou_0.00).bmp,235,360,90,5818,5667,2.595394
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0240(iou_0.00).bmp,236,625,121,51068,50835,0.456254
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0241(iou_0.00).bmp,237,1244,126,60108,60183,30689332331282432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0242(iou_0.00).bmp,238,759,78,59829,60276,30832444936552448.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0243(iou_0.00).bmp,239,1798,121,78876,78982,23387018197204992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0244(iou_0.00).bmp,240,1773,152,95610,95731,19293738270457856.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0245(iou_0.00).bmp,241,981,182,98040,97193,0.863933
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0246(iou_0.00).bmp,242,2332,211,101711,101240,0.463077
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0247(iou_0.00).bmp,243,1865,142,111324,111062,0.235349
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0248(iou_0.00).bmp,244,1270,161,99310,97781,1.539623
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0249(iou_0.00).bmp,245,181,21,23704,23445,1.092643
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0250(iou_0.00).bmp,246,156,21,16055,15691,2.267206
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0251(iou_0.00).bmp,247,895,99,53618,53753,34404013038370816.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0252(iou_0.00).bmp,248,1294,282,76747,76399,0.453438
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0253(iou_0.00).bmp,249,2449,205,109616,110523,16828514015641600.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0254(iou_0.00).bmp,250,842,90,72622,71493,1.554625
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0255(iou_0.00).bmp,251,603,56,29664,29705,62185624592973824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0256(iou_0.00).bmp,252,1601,165,60225,60138,0.144458
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0257(iou_0.00).bmp,253,732,53,42840,42359,1.122782
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0258(iou_0.00).bmp,254,831,171,100824,101302,18295985155342336.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0259(iou_0.00).bmp,255,2449,609,116336,115736,0.515747
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0260(iou_0.00).bmp,256,1151,79,50294,49915,0.753569
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0261(iou_0.00).bmp,257,2121,280,108853,108581,0.249878
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0262(iou_0.00).bmp,258,1121,176,67872,68039,27178724847779840.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0263(iou_0.00).bmp,259,2194,201,114210,113503,0.619035
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0264(iou_0.00).bmp,260,2398,115,98352,97804,0.557182
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0265(iou_0.00).bmp,261,213,23,20583,20328,1.238886
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0266(iou_0.00).bmp,262,1440,112,72694,72576,0.162324
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0267(iou_0.00).bmp,263,887,123,94244,92722,1.614957
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0268(iou_0.00).bmp,264,1104,172,101754,100678,1.057452
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0269(iou_0.00).bmp,265,2265,532,103601,103316,0.275094
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0270(iou_0.00).bmp,266,1158,115,52163,51545,1.184748
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0271(iou_0.00).bmp,267,1994,261,91862,91488,0.407132
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0272(iou_0.00).bmp,268,306,74,18156,17956,1.101564
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0273(iou_0.00).bmp,269,515,55,34523,33963,1.622107
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0274(iou_0.00).bmp,270,861,79,64422,65255,28634231282335744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0275(iou_0.00).bmp,271,1662,160,101277,99800,1.458377
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0276(iou_0.00).bmp,272,1181,233,85302,84198,1.294225
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0277(iou_0.00).bmp,273,318,42,14329,14305,0.167492
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0278(iou_0.00).bmp,274,824,157,27977,27901,0.271652
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0279(iou_0.00).bmp,275,1909,177,102902,101859,1.013586
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0280(iou_0.00).bmp,276,1357,283,74471,74019,0.606948
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0281(iou_0.00).bmp,277,2119,176,101121,101273,18242248672018432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0282(iou_0.00).bmp,278,1677,342,50635,50336,0.590501
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0284(iou_0.00).bmp,279,2107,152,96563,96217,0.358315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0285(iou_0.00).bmp,280,1934,465,117658,117528,0.110490
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0286(iou_0.00).bmp,281,870,72,59582,58846,1.235272
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0287(iou_0.00).bmp,282,178,19,13468,13406,0.460350
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0288(iou_0.00).bmp,283,49,7,3355,3303,1.549925
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0289(iou_0.00).bmp,284,671,90,67297,66684,0.910888
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0290(iou_0.00).bmp,285,1029,90,61228,61348,30127954335891456.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0291(iou_0.00).bmp,286,1023,65,50910,50697,0.418385
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0292(iou_0.00).bmp,287,96,14,17108,17005,0.602058
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0293(iou_0.00).bmp,288,419,57,31724,31109,1.938595
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0294(iou_0.00).bmp,289,693,78,84581,84395,0.219908
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0295(iou_0.00).bmp,290,581,64,30265,30497,60950748480929792.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0296(iou_0.00).bmp,291,705,69,63698,63291,0.638953
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0297(iou_0.00).bmp,292,169,26,35513,35544,51943639420502016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0298(iou_0.00).bmp,293,2262,175,97548,97544,0.004101
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0299(iou_0.00).bmp,294,1368,278,61824,61541,0.457751
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0300(iou_0.00).bmp,295,907,115,52526,52114,0.784373
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0301(iou_0.00).bmp,296,606,151,30061,29962,0.329330
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0302(iou_0.00).bmp,297,268,64,6084,5945,2.284681
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0303(iou_0.00).bmp,298,374,95,12057,12062,152996132471963648.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0304(iou_0.00).bmp,299,226,46,3261,3190,2.177246
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0305(iou_0.00).bmp,300,469,106,42222,42250,43689889098629120.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0306(iou_0.00).bmp,301,1253,131,61691,61561,0.210728
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0307(iou_0.00).bmp,302,738,87,59513,59202,0.522575
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0308(iou_0.00).bmp,303,1829,117,78957,79212,23363026509889536.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0309(iou_0.00).bmp,304,1732,161,94647,94763,19490046193172480.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0310(iou_0.00).bmp,305,956,167,97587,96906,0.697839
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0311(iou_0.00).bmp,306,2145,171,98065,97794,0.276347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0312(iou_0.00).bmp,307,1845,146,110871,111378,16638024699871232.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0313(iou_0.00).bmp,308,1294,151,98300,96675,1.653103
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0314(iou_0.00).bmp,309,211,25,23142,23014,0.553107
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0315(iou_0.00).bmp,310,208,28,15607,15529,0.499776
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0316(iou_0.00).bmp,311,940,96,54096,54140,34100015253159936.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0317(iou_0.00).bmp,312,1487,330,73714,73518,0.265893
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0318(iou_0.00).bmp,313,2447,178,111022,111436,16615395590930432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0319(iou_0.00).bmp,314,775,91,71967,70629,1.859185
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0320(iou_0.00).bmp,315,575,53,30071,29949,0.405706
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0321(iou_0.00).bmp,316,1429,107,56085,55915,0.303111
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0322(iou_0.00).bmp,317,749,70,41957,41650,0.731701
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0323(iou_0.00).bmp,318,936,172,100024,100543,18442318986084352.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0324(iou_0.00).bmp,319,1238,270,144965,144844,0.083468
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0325(iou_0.00).bmp,320,1102,82,49574,49175,0.804857
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0326(iou_0.00).bmp,321,2281,333,103182,103075,0.103700
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0327(iou_0.00).bmp,322,1396,303,57784,57482,0.522636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0328(iou_0.00).bmp,323,2126,207,114282,113798,0.423514
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0329(iou_0.00).bmp,324,2384,123,96991,96638,0.363951
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0330(iou_0.00).bmp,325,231,26,19581,19319,1.338032
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0331(iou_0.00).bmp,326,1503,132,74165,74013,0.204948
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0332(iou_0.00).bmp,327,879,123,94614,93142,1.555795
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0333(iou_0.00).bmp,328,1085,177,101733,100372,1.337816
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0334(iou_0.00).bmp,329,2030,515,89526,88864,0.739450
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0335(iou_0.00).bmp,330,1122,116,51695,51604,0.176032
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0336(iou_0.00).bmp,331,1903,247,88655,88062,0.668885
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0337(iou_0.00).bmp,332,240,56,6952,6870,1.179517
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0338(iou_0.00).bmp,333,570,68,33784,33093,2.045347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0339(iou_0.00).bmp,334,876,79,64633,65442,28540751319138304.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0340(iou_0.00).bmp,335,1597,154,101302,99334,1.942706
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0341(iou_0.00).bmp,336,1208,260,64255,63871,0.597619
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0342(iou_0.00).bmp,337,315,37,14208,14227,129833502693654528.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0343(iou_0.00).bmp,338,576,87,36957,36887,0.189409
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0344(iou_0.00).bmp,339,1910,189,103259,102691,0.550073
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0345(iou_0.00).bmp,340,1226,245,65948,65742,0.312367
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0346(iou_0.00).bmp,341,2178,174,101748,101712,0.035382
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0347(iou_0.00).bmp,342,1879,396,92658,92221,0.471627
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0348(iou_0.00).bmp,343,77,18,1278,1262,1.251956
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0349(iou_0.00).bmp,344,2140,147,96761,96353,0.421657
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0350(iou_0.00).bmp,345,1727,383,133446,132922,0.392668
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0351(iou_0.00).bmp,346,905,75,62084,61516,0.914890
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0352(iou_0.00).bmp,347,175,24,13636,13415,1.620710
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0353(iou_0.00).bmp,348,42,6,3762,3723,1.036683
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0354(iou_0.00).bmp,349,645,84,68144,67313,1.219476
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0355(iou_0.00).bmp,350,1056,88,61792,62216,29852964759797760.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0356(iou_0.00).bmp,351,1023,66,51717,51363,0.684494
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0357(iou_0.00).bmp,352,99,14,17180,16975,1.193248
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0358(iou_0.00).bmp,353,386,62,30647,30248,1.301922
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0359(iou_0.00).bmp,354,747,101,84038,83941,0.115424
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0360(iou_0.00).bmp,355,582,63,29261,29174,0.297324
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0361(iou_0.00).bmp,356,740,86,60276,60032,0.404805
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0362(iou_0.00).bmp,357,175,27,34298,33782,1.504461
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0363(iou_0.00).bmp,358,2309,166,97685,97634,0.052209
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0364(iou_0.00).bmp,359,1425,357,38454,38474,47970936405622784.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0365(iou_0.00).bmp,360,848,86,52303,52086,0.414890
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0366(iou_0.00).bmp,361,324,76,24945,24903,0.168370
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0368(iou_0.00).bmp,362,136,31,4931,4882,0.993713
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0369(iou_0.00).bmp,363,484,113,11402,11345,0.499912
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0370(iou_0.00).bmp,364,369,58,48913,48728,0.378223
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0371(iou_0.00).bmp,365,1226,122,63081,63007,0.117309
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0372(iou_0.00).bmp,366,783,89,61312,61675,30086677552693248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0373(iou_0.00).bmp,367,1780,138,80599,80671,22887062529114112.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0374(iou_0.00).bmp,368,1782,154,96031,95913,0.122877
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0375(iou_0.00).bmp,369,950,172,99100,98241,0.866801
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0376(iou_0.00).bmp,370,2090,159,99266,99013,0.254871
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0377(iou_0.00).bmp,371,1878,167,117066,115855,1.034459
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0378(iou_0.00).bmp,372,1283,152,101148,99491,1.638193
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0379(iou_0.00).bmp,373,195,17,23538,23224,1.334013
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0380(iou_0.00).bmp,374,184,25,15764,15571,1.224309
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0381(iou_0.00).bmp,375,974,129,53255,53127,0.240353
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0382(iou_0.00).bmp,376,1925,418,75847,75692,0.204359
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0383(iou_0.00).bmp,377,2463,203,113108,113552,16308964706746368.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0384(iou_0.00).bmp,378,841,96,73058,72522,0.733664
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0385(iou_0.00).bmp,379,573,58,30755,30690,0.211348
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0386(iou_0.00).bmp,380,1366,107,56667,56314,0.622938
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0387(iou_0.00).bmp,381,751,57,41962,41760,0.481388
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0388(iou_0.00).bmp,382,825,145,101350,101846,18201029870878720.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0389(iou_0.00).bmp,383,1978,459,122501,122255,0.200815
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0390(iou_0.00).bmp,384,1146,105,49082,48736,0.704943
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0391(iou_0.00).bmp,385,1990,241,104805,104534,0.258575
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0392(iou_0.00).bmp,386,1340,296,50699,50717,36384828332965888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0393(iou_0.00).bmp,387,2075,184,115168,114397,0.669457
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0394(iou_0.00).bmp,388,2404,124,97340,96866,0.486953
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0395(iou_0.00).bmp,389,189,27,19138,18974,0.856934
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0396(iou_0.00).bmp,390,1467,106,76194,76662,24210232431345664.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0397(iou_0.00).bmp,391,883,111,96437,95024,1.465205
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0398(iou_0.00).bmp,392,1031,154,99815,98639,1.178180
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0399(iou_0.00).bmp,393,2900,703,104917,104429,0.465130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0400(iou_0.00).bmp,394,1113,104,50169,49740,0.855110
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0401(iou_0.00).bmp,395,2000,236,98207,97668,0.548841
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0402(iou_0.00).bmp,396,234,49,22393,22227,0.741303
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0403(iou_0.00).bmp,397,527,51,35061,34736,0.926956
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0404(iou_0.00).bmp,398,848,75,65916,66600,27985229511655424.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0405(iou_0.00).bmp,399,1625,145,99522,98012,1.517252
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0406(iou_0.00).bmp,400,2596,561,119652,119117,0.447130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0407(iou_0.00).bmp,401,308,32,13567,13640,135967746784493568.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0408(iou_0.00).bmp,402,619,106,26682,26719,69135538807898112.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0409(iou_0.00).bmp,403,1981,191,102301,101535,0.748771
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0410(iou_0.00).bmp,404,1113,224,55519,55410,0.196329
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0411(iou_0.00).bmp,405,2223,190,101291,101260,0.030605
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0412(iou_0.00).bmp,406,1405,325,46578,46383,0.418653
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0413(iou_0.00).bmp,407,137,26,4969,4929,0.804991
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0414(iou_0.00).bmp,408,2200,146,96957,96456,0.516724
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0415(iou_0.00).bmp,409,2267,511,112269,111930,0.301953
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0416(iou_0.00).bmp,410,931,81,62232,61849,0.615439
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0417(iou_0.00).bmp,411,179,22,13557,13264,2.161245
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0418(iou_0.00).bmp,412,36,6,4237,4198,0.920463
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0419(iou_0.00).bmp,413,709,90,68732,67777,1.389455
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0420(iou_0.00).bmp,414,1032,88,64255,64670,28708652328157184.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0421(iou_0.00).bmp,415,1057,61,53097,52708,0.732621
