file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0223(iou_0.00).bmp,220,20,6,3446,3413,0.957632
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0224(iou_0.00).bmp,221,387,115,68054,68048,0.008817
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0225(iou_0.00).bmp,222,511,111,62443,62057,0.618164
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0226(iou_0.00).bmp,223,414,91,51565,51461,0.201687
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0227(iou_0.00).bmp,224,53,18,16557,16620,111413564782149632.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0228(iou_0.00).bmp,225,225,69,31683,31363,1.010005
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0229(iou_0.00).bmp,226,373,134,82615,82215,0.484174
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0230(iou_0.00).bmp,227,293,73,29787,29491,0.993722
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0231(iou_0.00).bmp,228,339,97,62028,61715,0.504611
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0232(iou_0.00).bmp,229,95,35,35094,35073,0.059839
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0233(iou_0.00).bmp,230,885,181,98465,98019,0.452953
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0234(iou_0.00).bmp,231,736,338,69131,69047,0.121508
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0235(iou_0.00).bmp,232,425,105,48686,48421,0.544304
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0236(iou_0.00).bmp,233,386,198,20171,20069,0.505676
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0237(iou_0.00).bmp,234,45,27,706,676,4.249292
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0238(iou_0.00).bmp,235,188,89,5818,5608,3.609488
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0240(iou_0.00).bmp,236,326,141,51068,50780,0.563954
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0241(iou_0.00).bmp,237,543,123,60108,59756,0.585613
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0242(iou_0.00).bmp,238,385,100,59829,59624,0.342643
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0243(iou_0.00).bmp,239,687,150,78876,78374,0.636442
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0244(iou_0.00).bmp,240,874,172,95610,95121,0.511453
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0245(iou_0.00).bmp,241,562,190,98040,97874,0.169319
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0246(iou_0.00).bmp,242,1062,258,101711,101609,0.100284
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0247(iou_0.00).bmp,243,782,171,111324,110851,0.424886
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0248(iou_0.00).bmp,244,651,191,99310,98865,0.448092
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0249(iou_0.00).bmp,245,103,29,23704,23706,77821225400795136.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0250(iou_0.00).bmp,246,87,27,16055,15960,0.591716
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0251(iou_0.00).bmp,247,379,98,53618,52993,1.165653
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0252(iou_0.00).bmp,248,670,293,76747,76648,0.128995
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0253(iou_0.00).bmp,249,944,229,109616,109345,0.247227
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0254(iou_0.00).bmp,250,445,122,72622,72474,0.203795
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0255(iou_0.00).bmp,251,268,61,29664,29176,1.645092
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0256(iou_0.00).bmp,252,643,186,60225,59454,1.280199
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0257(iou_0.00).bmp,253,325,69,42840,42867,43059628417744896.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0258(iou_0.00).bmp,254,484,179,100824,100140,0.678410
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0259(iou_0.00).bmp,255,1293,640,116336,115553,0.673050
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0260(iou_0.00).bmp,256,434,94,50294,49893,0.797312
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0261(iou_0.00).bmp,257,872,310,108853,108311,0.497919
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0262(iou_0.00).bmp,258,547,192,67872,67775,0.142916
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0263(iou_0.00).bmp,259,1099,258,114210,113991,0.191752
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0264(iou_0.00).bmp,260,860,166,98352,97779,0.582601
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0265(iou_0.00).bmp,261,124,34,20583,20524,0.286644
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0266(iou_0.00).bmp,262,612,144,72694,72608,0.118304
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0267(iou_0.00).bmp,263,517,148,94244,94111,0.141123
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0268(iou_0.00).bmp,264,623,195,101754,101731,0.022604
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0269(iou_0.00).bmp,265,1178,552,103601,103303,0.287642
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0270(iou_0.00).bmp,266,508,111,52163,51876,0.550198
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0271(iou_0.00).bmp,267,894,291,91862,91724,0.150225
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0272(iou_0.00).bmp,268,166,73,18156,17853,1.668870
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0273(iou_0.00).bmp,269,286,74,34523,34328,0.564841
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0274(iou_0.00).bmp,270,469,109,64422,63847,0.892552
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0275(iou_0.00).bmp,271,901,196,101277,101189,0.086890
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0276(iou_0.00).bmp,272,635,252,85302,84742,0.656491
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0277(iou_0.00).bmp,273,154,43,14329,14175,1.074744
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0278(iou_0.00).bmp,274,427,177,27977,27814,0.582621
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0279(iou_0.00).bmp,275,931,207,102902,102781,0.117588
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0280(iou_0.00).bmp,276,696,304,74471,74104,0.492809
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0281(iou_0.00).bmp,277,956,202,101121,100760,0.356998
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0282(iou_0.00).bmp,278,832,366,50635,50467,0.331786
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0284(iou_0.00).bmp,279,727,172,96563,96052,0.529188
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0285(iou_0.00).bmp,280,1031,497,117658,117063,0.505703
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0286(iou_0.00).bmp,281,387,92,59582,59539,0.072169
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0287(iou_0.00).bmp,282,96,26,13468,13394,0.549451
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0288(iou_0.00).bmp,283,20,8,3355,3338,0.506706
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0289(iou_0.00).bmp,284,384,117,67297,67126,0.254098
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0290(iou_0.00).bmp,285,521,120,61228,60930,0.486705
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0291(iou_0.00).bmp,286,402,92,50910,50740,0.333923
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0292(iou_0.00).bmp,287,54,16,17108,17067,0.239654
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0293(iou_0.00).bmp,288,244,71,31724,31255,1.478376
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0294(iou_0.00).bmp,289,374,109,84581,84294,0.339320
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0295(iou_0.00).bmp,290,284,82,30265,29996,0.888815
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0296(iou_0.00).bmp,291,323,93,63698,63136,0.882288
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0297(iou_0.00).bmp,292,93,30,35513,35550,51943639420502016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0298(iou_0.00).bmp,293,866,181,97548,97011,0.550498
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0299(iou_0.00).bmp,294,652,289,61824,61563,0.422166
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0300(iou_0.00).bmp,295,442,113,52526,51954,1.088984
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0301(iou_0.00).bmp,296,323,152,30061,29872,0.628722
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0302(iou_0.00).bmp,297,142,71,6084,5994,1.479290
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0303(iou_0.00).bmp,298,208,96,12057,12004,0.439579
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0304(iou_0.00).bmp,299,117,49,3261,3113,4.538485
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0305(iou_0.00).bmp,300,249,106,42222,42068,0.364739
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0306(iou_0.00).bmp,301,566,148,61691,61118,0.928823
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0307(iou_0.00).bmp,302,379,106,59513,59258,0.428478
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0308(iou_0.00).bmp,303,643,137,78957,78771,0.235571
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0309(iou_0.00).bmp,304,867,173,94647,93777,0.919205
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0310(iou_0.00).bmp,305,554,171,97587,97355,0.237737
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0311(iou_0.00).bmp,306,957,217,98065,97466,0.610819
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0312(iou_0.00).bmp,307,767,164,110871,110286,0.527640
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0313(iou_0.00).bmp,308,677,186,98300,98093,0.210580
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0314(iou_0.00).bmp,309,113,30,23142,23107,0.151240
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0315(iou_0.00).bmp,310,105,27,15607,15384,1.428846
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0316(iou_0.00).bmp,311,387,104,54096,53944,0.280982
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0317(iou_0.00).bmp,312,748,336,73714,73352,0.491087
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0318(iou_0.00).bmp,313,873,224,111022,110609,0.371998
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0319(iou_0.00).bmp,314,416,117,71967,71704,0.365445
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0320(iou_0.00).bmp,315,272,55,30071,29875,0.651791
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0321(iou_0.00).bmp,316,508,110,56085,55341,1.326558
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0322(iou_0.00).bmp,317,324,70,41957,41959,43965832157462528.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0323(iou_0.00).bmp,318,548,187,100024,99303,0.720827
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0324(iou_0.00).bmp,319,654,292,144965,145022,12724963748347904.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0325(iou_0.00).bmp,320,422,94,49574,49064,1.028765
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0326(iou_0.00).bmp,321,946,356,103182,102869,0.303347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0327(iou_0.00).bmp,322,703,318,57784,57109,1.168143
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0328(iou_0.00).bmp,323,1081,236,114282,113847,0.380637
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0329(iou_0.00).bmp,324,871,181,96991,96442,0.566032
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0330(iou_0.00).bmp,325,129,34,19581,19533,0.245136
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0331(iou_0.00).bmp,326,655,175,74165,73772,0.529900
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0332(iou_0.00).bmp,327,516,163,94614,94270,0.363583
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0333(iou_0.00).bmp,328,627,183,101733,101518,0.211338
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0334(iou_0.00).bmp,329,1063,537,89526,88804,0.806470
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0335(iou_0.00).bmp,330,515,119,51695,51551,0.278557
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0336(iou_0.00).bmp,331,862,265,88655,88398,0.289888
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0337(iou_0.00).bmp,332,124,61,6952,6907,0.647296
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0338(iou_0.00).bmp,333,320,84,33784,33538,0.728155
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0339(iou_0.00).bmp,334,482,115,64633,64516,0.181022
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0340(iou_0.00).bmp,335,866,191,101302,100368,0.921996
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0341(iou_0.00).bmp,336,644,266,64255,63772,0.751692
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0342(iou_0.00).bmp,337,155,41,14208,14054,1.083896
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0343(iou_0.00).bmp,338,307,102,36957,36880,0.208350
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0344(iou_0.00).bmp,339,951,203,103259,102653,0.586874
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0345(iou_0.00).bmp,340,632,259,65948,65566,0.579244
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0346(iou_0.00).bmp,341,982,194,101748,101360,0.381334
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0347(iou_0.00).bmp,342,980,408,92658,91800,0.925986
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0348(iou_0.00).bmp,343,43,19,1278,1192,6.729264
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0349(iou_0.00).bmp,344,708,174,96761,96479,0.291440
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0350(iou_0.00).bmp,345,887,395,133446,133156,0.217316
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0351(iou_0.00).bmp,346,404,89,62084,61797,0.462277
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0352(iou_0.00).bmp,347,98,24,13636,13576,0.440012
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0353(iou_0.00).bmp,348,25,9,3762,3762,0.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0354(iou_0.00).bmp,349,374,110,68144,68281,27070240416333824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0355(iou_0.00).bmp,350,502,115,61792,61417,0.606875
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0356(iou_0.00).bmp,351,381,84,51717,51498,0.423458
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0357(iou_0.00).bmp,352,55,18,17180,17184,107373366356213760.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0358(iou_0.00).bmp,353,213,69,30647,30367,0.913629
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0359(iou_0.00).bmp,354,397,112,84038,83450,0.699683
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0360(iou_0.00).bmp,355,282,84,29261,29034,0.775777
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0361(iou_0.00).bmp,356,341,100,60276,60001,0.456235
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0362(iou_0.00).bmp,357,94,30,34298,33769,1.542364
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0363(iou_0.00).bmp,358,850,183,97685,96923,0.780058
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0364(iou_0.00).bmp,359,768,373,38454,38212,0.629323
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0365(iou_0.00).bmp,360,401,87,52303,52008,0.564021
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0366(iou_0.00).bmp,361,161,73,24945,24921,0.096212
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0368(iou_0.00).bmp,362,71,33,4931,4852,1.602109
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0369(iou_0.00).bmp,363,237,110,11402,11193,1.833012
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0370(iou_0.00).bmp,364,187,58,48913,48789,0.253511
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0371(iou_0.00).bmp,365,534,117,63081,62649,0.684834
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0372(iou_0.00).bmp,366,397,109,61312,61181,0.213661
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0373(iou_0.00).bmp,367,667,158,80599,80244,0.440452
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0374(iou_0.00).bmp,368,847,179,96031,95728,0.315523
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0375(iou_0.00).bmp,369,551,189,99100,98710,0.393542
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0376(iou_0.00).bmp,370,973,191,99266,98904,0.364677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0377(iou_0.00).bmp,371,766,197,117066,116502,0.481780
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0378(iou_0.00).bmp,372,676,174,101148,100887,0.258038
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0379(iou_0.00).bmp,373,109,29,23538,23366,0.730733
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0380(iou_0.00).bmp,374,97,30,15764,15562,1.281401
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0381(iou_0.00).bmp,375,439,141,53255,52799,0.856258
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0382(iou_0.00).bmp,376,949,431,75847,75607,0.316426
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0383(iou_0.00).bmp,377,954,243,113108,112924,0.162676
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0384(iou_0.00).bmp,378,450,116,73058,72877,0.247748
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0385(iou_0.00).bmp,379,251,58,30755,30676,0.256869
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0386(iou_0.00).bmp,380,514,125,56667,55962,1.244110
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0387(iou_0.00).bmp,381,319,74,41962,41713,0.593394
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0388(iou_0.00).bmp,382,485,172,101350,100451,0.887025
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0389(iou_0.00).bmp,383,1044,487,122501,122342,0.129795
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0390(iou_0.00).bmp,384,437,113,49082,48377,1.436372
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0391(iou_0.00).bmp,385,770,267,104805,104580,0.214684
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0392(iou_0.00).bmp,386,677,310,50699,50423,0.544389
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0393(iou_0.00).bmp,387,1059,221,115168,115233,16017248380518400.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0394(iou_0.00).bmp,388,890,185,97340,97131,0.214711
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0395(iou_0.00).bmp,389,109,34,19138,19087,0.266486
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0396(iou_0.00).bmp,390,666,140,76194,76093,0.132556
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0397(iou_0.00).bmp,391,501,146,96437,96215,0.230202
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0398(iou_0.00).bmp,392,593,174,99815,99545,0.270500
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0399(iou_0.00).bmp,393,1519,764,104917,104594,0.307862
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0400(iou_0.00).bmp,394,502,123,50169,49887,0.562100
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0401(iou_0.00).bmp,395,939,278,98207,98018,0.192451
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0402(iou_0.00).bmp,396,128,50,22393,22312,0.361720
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0403(iou_0.00).bmp,397,298,68,35061,34993,0.193948
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0404(iou_0.00).bmp,398,465,105,65916,65740,0.267006
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0405(iou_0.00).bmp,399,870,196,99522,98994,0.530536
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0406(iou_0.00).bmp,400,1374,593,119652,118619,0.863337
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0407(iou_0.00).bmp,401,162,46,13567,13455,0.825533
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0408(iou_0.00).bmp,402,326,115,26682,26417,0.993179
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0409(iou_0.00).bmp,403,979,198,102301,101701,0.586505
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0410(iou_0.00).bmp,404,587,243,55519,55500,0.034223
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0411(iou_0.00).bmp,405,995,210,101291,100826,0.459073
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0412(iou_0.00).bmp,406,732,313,46578,46356,0.476620
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0413(iou_0.00).bmp,407,72,30,4969,4931,0.764741
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0414(iou_0.00).bmp,408,719,180,96957,96839,0.121703
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0415(iou_0.00).bmp,409,1141,521,112269,111668,0.535321
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0416(iou_0.00).bmp,410,422,92,62232,61943,0.464391
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0417(iou_0.00).bmp,411,84,27,13557,13471,0.634359
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0418(iou_0.00).bmp,412,23,8,4237,4257,435372760257003520.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0419(iou_0.00).bmp,413,403,116,68732,68773,26838653632249856.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0420(iou_0.00).bmp,414,506,120,64255,63980,0.427982
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0421(iou_0.00).bmp,415,423,88,53097,52573,0.986873
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0422(iou_0.00).bmp,416,58,19,17395,17381,0.080483
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0423(iou_0.00).bmp,417,219,68,31118,30823,0.948004
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0424(iou_0.00).bmp,418,340,106,84190,83762,0.508374
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0425(iou_0.00).bmp,419,276,81,29754,29625,0.433555
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0426(iou_0.00).bmp,420,372,111,59470,58920,0.924836
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0427(iou_0.00).bmp,421,84,36,36023,36075,51208237940211712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0428(iou_0.00).bmp,422,870,171,97424,96603,0.842708
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0429(iou_0.00).bmp,423,795,353,53431,53107,0.606390
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0430(iou_0.00).bmp,424,433,105,53153,52739,0.778884
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0431(iou_0.00).bmp,425,333,161,33654,33551,0.306056
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0435(iou_0.00).bmp,426,337,135,40025,39921,0.259838
